"X","age","job_admin.","job_blue.collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self.employed","job_services","job_student","job_technician","job_unemployed","marital_divorced","marital_married","education_primary","education_secondary","education_tertiary","default_yes","balance","housing_yes","loan_yes","contact_cellular","contact_telephone","duration","campaign","poutcome_failure","poutcome_other","poutcome_success","y_yes","zero_previous"
31846,0.0779220779220779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0795671200043579,1,0,0,1,0.0189101260675071,0.0161290322580645,0,0,0,0,1
39975,0.337662337662338,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0758175512501589,0,0,1,0,0.0347702318015453,0,0,0,0,0,1
16180,0.168831168831169,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0706153650609191,1,0,1,0,0.261691744611631,0.0645161290322581,0,0,0,0,1
7794,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0786683129664264,1,0,0,0,0.0597803985359902,0.032258064516129,0,0,0,0,1
41678,0.337662337662338,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0863762642311114,1,0,1,0,0.0166734444896299,0,1,0,0,0,0
5868,0.298701298701299,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0769524086212845,1,1,0,0,0.0368035786905246,0.0161290322580645,0,0,0,0,1
33369,0.233766233766234,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0807746082472355,1,0,1,0,0.021960146400976,0,0,0,0,0,1
45010,0.324675324675325,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0754997911862437,1,0,1,0,0.0241968279788532,0.032258064516129,0,0,0,0,1
33036,0.220779220779221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0845604924373105,1,0,1,0,0.193574623830826,0.0161290322580645,1,0,0,0,0
21652,0.337662337662338,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0830352441305177,1,0,1,0,0.0166734444896299,0.112903225806452,0,0,0,0,1
43521,0.428571428571429,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0758447878270659,0,0,1,0,0.0475803172021147,0,0,0,0,0,1
6120,0.324675324675325,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0716775915602927,1,0,0,0,0.00955673037820252,0.0645161290322581,0,0,0,0,1
42754,0.662337662337662,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.114311913278739,0,0,1,0,0.0376169174461163,0.0161290322580645,0,0,1,0,0
22726,0.194805194805195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0761534690320121,0,0,1,0,0.0290768605124034,0.145161290322581,0,0,0,0,1
20034,0.324675324675325,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.100067183556371,0,0,1,0,0.0727938186254575,0.032258064516129,0,0,0,0,1
16748,0.233766233766234,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0752365042761426,1,1,1,0,0.167344448962993,0,0,0,0,0,1
10358,0.233766233766234,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.110371688486191,0,0,0,0,0.0353802358682391,0,0,0,0,0,1
6573,0.285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0807655293882665,1,0,0,0,0.0646604310695405,0.0806451612903226,0,0,0,0,1
36267,0.272727272727273,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0736477039565667,1,0,1,0,0.0146400976006507,0.0483870967741935,0,0,0,0,1
25768,0.298701298701299,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0819820964901131,1,0,1,0,0.0229768198454656,0,0,1,0,0,0
40499,0.623376623376623,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0924954151762206,0,0,1,0,0.0573403822692151,0,0,0,0,0,1
39329,0.103896103896104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0730121838287364,1,0,1,0,0.00223668157787719,0.0806451612903226,0,1,0,0,0
39924,0.285714285714286,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.111824305921232,0,0,1,0,0.0449369662464416,0,0,0,0,0,1
37370,0.506493506493506,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0786955495433334,1,0,1,0,0.0343635624237495,0.0161290322580645,0,0,0,0,1
17135,0.116883116883117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0669384271784722,1,0,1,0,0.02745018300122,0.112903225806452,0,0,0,0,1
42729,0.194805194805195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0728033700724493,0,0,1,0,0.0189101260675071,0,0,0,0,0,1
31983,0.207792207792208,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0829353766818586,1,0,1,0,0.0244001626677511,0,1,0,0,0,0
30780,0.116883116883117,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0729213952390464,1,0,0,1,0.00488003253355022,0.0645161290322581,0,0,0,0,1
5655,0.441558441558442,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0728033700724493,1,0,0,0,0.0418869459129728,0,0,0,0,0,1
10019,0.532467532467532,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0911426651898389,0,1,0,0,0.0508336722244815,0.0161290322580645,0,0,0,0,1
23843,0.428571428571429,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0751184791095455,0,0,1,0,0.0321268808458723,0.0161290322580645,0,0,0,0,1
17659,0.337662337662338,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0839340511684492,1,1,1,0,0.0103700691337942,0.0161290322580645,0,0,0,0,1
4569,0.467532467532468,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0743195395202731,1,0,0,0,0.111224074827166,0.0967741935483871,0,0,0,0,1
31226,0.220779220779221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0720316670600839,0,0,1,0,0.0276535176901179,0.0806451612903226,0,0,0,0,1
37123,0.155844155844156,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.081655257567229,1,0,1,0,0.0520536803578691,0.0161290322580645,1,0,0,0,0
5844,0.207792207792208,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0842154957964883,1,0,0,0,0.0221634810898739,0.0967741935483871,0,0,0,0,1
15445,0.207792207792208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0737021771103808,0,0,1,0,0.0142334282228548,0,0,0,0,0,1
6782,0.142857142857143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0691990630617544,1,0,0,0,0.0231801545343636,0,0,0,0,0,1
42815,0.220779220779221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.074201514353676,0,0,1,0,0.0213501423342822,0.0161290322580645,0,0,0,0,1
6896,0.532467532467532,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0728033700724493,1,1,0,0,0.0221634810898739,0,0,0,0,0,1
22348,0.376623376623377,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.0728033700724493,0,1,1,0,0.130947539650264,0.129032258064516,0,0,0,0,1
23974,0.350649350649351,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.07599004957057,1,0,0,1,0.00366002440016267,0.0161290322580645,0,0,0,0,1
38634,0.350649350649351,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0761534690320121,1,0,1,0,0.00406669377795852,0.0645161290322581,0,0,0,0,1
26122,0.415584415584416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.115165326021826,0,0,1,0,0.00223668157787719,0.032258064516129,0,1,0,0,0
19823,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0864488951028635,1,1,1,0,0.052257015046767,0.0161290322580645,0,0,0,0,1
10190,0.506493506493506,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.093085541009206,0,0,0,0,0.0408702724684831,0.0645161290322581,0,0,0,0,1
5268,0.285714285714286,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0865669202694605,1,1,0,0,0.0758438389589264,0,0,0,0,0,1
18261,0.350649350649351,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0793946216839468,1,0,1,0,0.035583570557137,0.0806451612903226,0,0,0,0,1
32571,0.168831168831169,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0713235160605015,1,0,1,0,0.02745018300122,0,1,0,0,0,0
39603,0.0909090909090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0776151653260218,0,0,1,0,0.0178934526230175,0,0,0,0,0,1
14600,0.116883116883117,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0839522088863872,0,0,1,0,0.0156567710451403,0.0161290322580645,0,0,0,0,1
12323,0.545454545454545,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0850507508216367,0,1,0,0,0.0402602684017893,0.0161290322580645,0,0,0,0,1
14866,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0739563851615129,1,0,1,0,0.024806832045547,0,0,0,0,0,1
12162,0.298701298701299,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.091242532638498,1,0,0,0,0.00142334282228548,0.032258064516129,0,0,0,0,1
2315,0.233766233766234,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0869119169102827,1,0,0,0,0.0660837738918259,0.0483870967741935,0,0,0,0,1
37870,0.12987012987013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0775152978773628,1,1,1,0,0.063237088247255,0,0,0,0,0,1
5967,0.350649350649351,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0728033700724493,1,0,0,0,0.0227734851565677,0.0161290322580645,0,0,0,0,1
21787,0.181818181818182,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.126168903092259,0,0,1,0,0.0323302155347702,0.0161290322580645,0,0,0,0,1
13819,0.25974025974026,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0850689085395747,0,0,1,0,0.0195201301342009,0,0,0,0,0,1
28749,0.168831168831169,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0754180814555227,0,0,1,0,0.0333468889792599,0,0,0,0,0,1
21834,0.38961038961039,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0762079421858261,0,0,1,0,0.0431069540463603,0.0161290322580645,0,0,0,0,1
38794,0.337662337662338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0699526083561818,0,0,1,0,0.0292801952013013,0.032258064516129,0,0,0,0,1
39288,0.116883116883117,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0744012492509941,1,0,1,0,0.00203334688897926,0.0161290322580645,0,1,0,0,0
33418,0.12987012987013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0885551903836726,1,0,1,0,0.0180967873119154,0,0,0,0,0,1
23034,0.441558441558442,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0767163582880904,0,0,1,0,0.0148434322895486,0.258064516129032,0,0,0,0,1
28161,0.272727272727273,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0752728197120186,1,1,1,0,0.0404636030906873,0,1,0,0,0,0
16767,0.376623376623377,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0773972727107657,0,0,1,0,0.0272468483123221,0,0,0,0,0,1
44117,0.233766233766234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0815735478365079,0,0,1,0,0.0241968279788532,0.129032258064516,0,1,0,0,0
476,0.285714285714286,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0788680478637445,1,0,0,0,0.0575437169581131,0.0161290322580645,0,0,0,0,1
9357,0.298701298701299,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0738746754307919,0,0,0,0,0.0689304595363969,0,0,0,0,0,1
8735,0.337662337662338,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0776060864670528,1,0,0,0,0.0262301748678325,0.0483870967741935,0,0,0,0,1
33381,0.415584415584416,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0727942912134803,1,0,0,1,0.0307035380235868,0,0,0,0,0,1
22044,0.285714285714286,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0757449203784068,0,0,1,0,0.0422936152907686,0.0161290322580645,0,0,0,0,1
8960,0.0909090909090909,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0793401485301327,1,0,0,0,0.0317202114680765,0,0,0,0,0,1
13533,0.337662337662338,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.074092568046048,1,0,1,0,0.135827572183815,0,0,0,0,0,1
26766,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0899351769469613,0,1,1,0,0.0457503050020333,0.0161290322580645,1,0,0,0,0
28432,0.12987012987013,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0749096653532584,1,1,1,0,0.0146400976006507,0,1,0,0,0,0
11968,0.311688311688312,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0857861383981261,1,1,0,0,0.00325335502236682,0.032258064516129,0,0,0,0,1
16046,0.168831168831169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0735115210720317,1,0,1,0,0.0750305002033347,0.0161290322580645,0,0,0,0,1
20322,0.350649350649351,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0738111234180088,1,0,1,0,0.0351769011793412,0,0,0,0,0,1
41344,0.25974025974026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0728033700724493,0,0,1,0,0.0502236681577877,0.0161290322580645,0,0,0,0,1
32720,0.311688311688312,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0738474388538848,1,1,1,0,0.0327368849125661,0,1,0,0,0,0
30755,0.311688311688312,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0766074119804623,0,0,1,0,0.0402602684017893,0.0161290322580645,0,0,0,0,1
24706,0.480519480519481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.087384017576671,0,0,0,1,0.15494103294022,0,0,0,0,0,1
11713,0.454545454545455,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0914785829716921,1,0,0,0,0.0272468483123221,0,0,0,0,0,1
14074,0.545454545454545,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0733299438926516,0,1,1,0,0.0335502236681578,0.0161290322580645,0,0,0,0,1
14720,0.272727272727273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0867031031539956,0,0,0,1,0.110410736071574,0.0806451612903226,0,0,0,0,1
15058,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0745011166996532,0,0,1,0,0.0174867832452216,0,0,0,0,0,1
5135,0.181818181818182,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0731937610081165,1,0,0,0,0.0351769011793412,0.0161290322580645,0,0,0,0,1
39740,0.0779220779220779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0773518784159207,0,0,1,0,0.024603497356649,0.0806451612903226,0,0,0,0,1
4609,0.246753246753247,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0787954169919924,1,1,0,0,0.0345668971126474,0.0161290322580645,0,0,0,0,1
77,0.337662337662338,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0780872659924101,0,1,0,0,0.0429036193574624,0,0,0,0,0,1
12771,0.12987012987013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0728033700724493,0,0,1,0,0.019113460756405,0,0,0,0,0,1
29908,0.220779220779221,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.145343453234797,1,0,1,0,0.0725904839365596,0,0,0,0,0,1
1092,0.194805194805195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0734933633540937,1,0,0,0,0.0520536803578691,0.032258064516129,0,0,0,0,1
546,0.233766233766234,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0786047609536433,1,0,0,0,0.0388369255795039,0,0,0,0,0,1
12231,0.285714285714286,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0869482323461587,1,0,0,0,0.00894672631150874,0.225806451612903,0,0,0,0,1
15891,0.25974025974026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0762351787627331,1,0,0,1,0.0374135827572184,0.32258064516129,0,0,0,0,1
35999,0.402597402597403,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.081818677028671,1,1,1,0,0.0404636030906873,0,0,1,0,0,0
7119,0.311688311688312,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0908975359976758,0,0,0,0,0.00833672224481496,0,0,0,0,0,1
20163,0.155844155844156,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0732028398670855,0,0,1,0,0.0380235868239122,0.0161290322580645,0,0,0,0,1
15351,0.207792207792208,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.07599004957057,1,0,1,0,0.0949572997153314,0,0,0,0,0,1
42985,0.675324675324675,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0780600294155031,0,0,1,0,0.0166734444896299,0.0161290322580645,1,0,0,0,0
42311,0.467532467532468,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0728033700724493,0,0,0,1,0.200488003253355,0,1,0,0,0,0
1136,0.12987012987013,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0728306066493563,1,0,0,0,0.024806832045547,0.0645161290322581,0,0,0,0,1
40929,0.337662337662338,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0893087356781,1,1,1,0,0.0244001626677511,0,1,0,0,0,0
31732,0.0779220779220779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0728487643672943,0,0,1,0,0.0134200894672631,0,1,0,0,0,0
20099,0.402597402597403,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.075962812993663,0,0,1,0,0.0213501423342822,0.0161290322580645,0,0,0,0,1
15889,0.25974025974026,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0858496904109092,1,0,0,1,0.0203334688897926,0.161290322580645,0,0,0,0,1
4202,0.116883116883117,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0774517458645797,1,0,0,0,0.0260268401789345,0,0,0,0,0,1
14351,0.376623376623377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0697982677537087,1,0,1,0,0.0461569743798292,0.0483870967741935,0,0,0,0,1
32164,0.519480519480519,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0977248379423674,0,1,1,0,0.0953639690931273,0,0,0,0,0,1
25976,0.298701298701299,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.11731701559748,1,0,1,0,0.0453436356242375,0.0161290322580645,0,0,0,0,1
32523,0.207792207792208,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0830987961433007,1,0,1,0,0.0829605530703538,0,1,0,0,0,0
33297,0.181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0860040310133822,1,0,1,0,0.0386335908906059,0,0,1,0,0,0
2655,0.324675324675325,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0913877943820021,1,0,0,0,0.0331435542903619,0.0161290322580645,0,0,0,0,1
18765,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.083570896809689,0,1,0,1,0.00183001220008133,0.241935483870968,0,0,0,0,1
29384,0.480519480519481,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0796488297350789,0,0,1,0,0.0443269621797479,0.032258064516129,0,0,0,0,1
27511,0.207792207792208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0987325912879269,1,0,1,0,0.0335502236681578,0.0161290322580645,0,0,0,0,1
8011,0.25974025974026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0783868683383872,1,0,0,0,0.0437169581130541,0,0,0,0,0,1
16868,0.532467532467532,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0942748715341456,0,1,0,1,0.0323302155347702,0.0483870967741935,0,0,0,0,1
8787,0.0909090909090909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0757993935322209,1,0,0,0,0.123017486783245,0,0,0,0,0,1
966,0.324675324675325,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0734479690592486,0,0,0,0,0.0366002440016267,0.0645161290322581,0,0,0,0,1
42933,0.857142857142857,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0965809017122728,0,0,0,1,0.0294835298901993,0.0161290322580645,1,0,0,0,0
10814,0.207792207792208,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.091324242369219,0,0,0,0,0.103497356649044,0.0483870967741935,0,0,0,0,1
20613,0.181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0848328582063806,0,0,1,0,0.0288735258235055,0.0161290322580645,0,0,0,0,1
14850,0.285714285714286,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0728578432262633,1,0,1,0,0.0943472956486377,0,0,0,0,0,1
3409,0.155844155844156,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0739291485846059,1,0,0,0,0.0256201708011387,0.0483870967741935,0,0,0,0,1
41514,0.220779220779221,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0738383599949158,1,1,1,0,0.0213501423342822,0.032258064516129,1,0,0,0,0
921,0.337662337662338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.604316089553865,1,0,0,0,0.0292801952013013,0.0161290322580645,0,0,0,0,1
25592,0.155844155844156,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0728760009442013,1,0,1,0,0.096177307848719,0,0,0,0,0,1
615,0.376623376623377,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0919234470611733,1,0,0,0,0.0341602277348516,0,0,0,0,0,1
5808,0.194805194805195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0886550578323316,1,0,0,0,0.0309068727124848,0.0161290322580645,0,0,0,0,1
21426,0.194805194805195,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.078032792838596,1,0,1,0,0.0618137454249695,0.032258064516129,0,0,0,0,1
22039,0.207792207792208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0729758683928604,0,0,1,0,0.0701504676697845,0.032258064516129,0,0,0,0,1
44029,0.272727272727273,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0994861365823543,0,0,1,0,0.0782838552257015,0,0,0,1,0,0
24583,0.324675324675325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07799647740272,0,0,1,0,0.0162667751118341,0.0161290322580645,0,0,0,0,1
8671,0.142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917146333048862,1,0,0,0,0.019113460756405,0.0161290322580645,0,0,0,0,1
25344,0.168831168831169,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0914150309589091,1,0,1,0,0.0551037006913379,0.0645161290322581,0,0,0,0,1
11603,0.376623376623377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.11749859277686,0,0,0,0,0.024603497356649,0.032258064516129,0,0,0,0,1
27176,0.181818181818182,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0728033700724493,0,0,1,0,0.0162667751118341,0,0,0,0,0,1
30996,0.116883116883117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.101819403337389,0,0,1,0,0.00203334688897926,0.0161290322580645,0,0,0,0,1
12303,0.311688311688312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0726671871879142,0,0,0,0,0.0144367629117527,0,0,0,0,0,1
23403,0.272727272727273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.127058631271222,0,0,1,0,0.0229768198454656,0.0161290322580645,0,0,0,0,1
4489,0.519480519480519,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0729032375211083,1,0,0,0,0.0183001220008133,0,0,0,0,0,1
39469,0.220779220779221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0999310006718356,1,0,1,0,0.0363969093127288,0,0,0,0,0,1
26150,0.25974025974026,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0809561854266156,1,0,1,0,0.0162667751118341,0.0645161290322581,1,0,0,0,0
17425,0.350649350649351,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0838251048608211,1,0,1,0,0.0239934932899553,0.0161290322580645,0,0,0,0,1
22206,0.506493506493506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0919506836380804,0,0,1,0,0.0217568117120781,0.0806451612903226,0,0,0,0,1
14437,0.142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0736840193924428,1,0,1,0,0.0276535176901179,0.0806451612903226,0,0,0,0,1
3473,0.194805194805195,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0753363717248016,1,0,0,0,0.0229768198454656,0,0,0,0,0,1
41535,0.571428571428571,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0762805730575781,0,0,1,0,0.0561203741358276,0,0,0,0,0,1
754,0.480519480519481,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0762805730575781,0,0,0,0,0.0697437982919886,0.032258064516129,0,0,0,0,1
43915,0.12987012987013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0755633431990267,0,0,1,0,0.10492069947133,0,0,0,0,0,1
10859,0.376623376623377,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0767163582880904,0,1,0,0,0.0788938592923953,0.129032258064516,0,0,0,0,1
3766,0.0649350649350649,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0728215277903873,1,0,0,0,0.0284668564457096,0,0,0,0,0,1
42912,0.311688311688312,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0867484974488406,0,0,1,0,0.0268401789345262,0,0,0,1,0,0
30363,0.155844155844156,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0812921032084688,1,0,1,0,0.0195201301342009,0.0161290322580645,0,0,0,0,1
11412,0.337662337662338,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.181495469649374,0,0,0,0,0.0258235054900366,0,0,0,0,0,1
